id,Scheme_Name,Description,Benefits,Eligibility_Criteria,Documents_Required,Application_Process,Caste,Income,Gender,State,District
34,Free Education (Professional Courses) in Govt. and Govt. Aided Colleges),The Most Backward Classes (MBC) Free Education Scheme for Professional Courses in Government and Government-Aided Colleges is an initiative by the Government of Tamil Nadu to provide financial assistance to students from MBC and Denotified Communities (DNC) pursuing professional courses. This scheme aims to promote higher education among these communities by alleviating financial burdens.,"Tuition Fee Waiver: Full exemption from tuition fees for eligible students.
Special Fee Coverage: Waiver of special fees as prescribed by the educational institution.
Examination Fee Coverage: Full reimbursement of examination fees.","1.Community: Applicants must belong to the Most Backward Classes (MBC).
2.Course Enrollment: Students should be enrolled in professional courses such as Engineering, Medicine, Agriculture, Veterinary Science, or Law in Government or Government-Aided colleges.
3.Admission Criteria: Candidates must have secured admission under the government quota through the single-window counseling system.
4.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to MBC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: Allotment order or admission letter obtained through the single-window counseling system.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",MBC,250000,Male,Tamil Nadu,For all TN districts
35,Free Education (Professional Courses) in Govt. and Govt. Aided Colleges),The Most Backward Classes (MBC) Free Education Scheme for Professional Courses in Government and Government-Aided Colleges is an initiative by the Government of Tamil Nadu to provide financial assistance to students from MBC and Denotified Communities (DNC) pursuing professional courses. This scheme aims to promote higher education among these communities by alleviating financial burdens.,"Tuition Fee Waiver: Full exemption from tuition fees for eligible students.
Special Fee Coverage: Waiver of special fees as prescribed by the educational institution.
Examination Fee Coverage: Full reimbursement of examination fees.","1.Community: Applicants must belong to the  Denotified Communities (DNC).
2.Course Enrollment: Students should be enrolled in professional courses such as Engineering, Medicine, Agriculture, Veterinary Science, or Law in Government or Government-Aided colleges.
3.Admission Criteria: Candidates must have secured admission under the government quota through the single-window counseling system.
4.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to DNC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: Allotment order or admission letter obtained through the single-window counseling system.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",DNC,250000,Male,Tamil Nadu,For all TN districts
36,Free Education-professional courses in private colleges.,The MBC-Free Education Scheme for Professional Courses in Private Colleges is an initiative by the Government of Tamil Nadu to support students from the Most Backward Classes (MBC) and Denotified Communities (DNC) pursuing professional courses in private institutions.,"Fee Coverage: The scheme covers tuition fees, special fees, and non-refundable compulsory fees as prescribed by the government. Additionally, it includes full reimbursement of examination fees.","1.Community: Applicants must belong to the Most Backward Classes (MBC).
2.Course Enrollment: Students should be pursuing professional courses such as Engineering, Medicine, Agriculture, Veterinary, or Law in private colleges.
3.Admission Criteria: Candidates must have secured admission under the government quota through the single-window counseling system. 
4.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to MBC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: Allotment order or admission letter obtained through the single-window counseling system.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.

","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective private college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",MBC,250000,Male,Tamil Nadu,For all TN districts
37,Free Education-professional courses in private colleges.,The MBC-Free Education Scheme for Professional Courses in Private Colleges is an initiative by the Government of Tamil Nadu to support students from the Most Backward Classes (MBC) and Denotified Communities (DNC) pursuing professional courses in private institutions.,"Fee Coverage: The scheme covers tuition fees, special fees, and non-refundable compulsory fees as prescribed by the government. Additionally, it includes full reimbursement of examination fees.","1.Community: Applicants must belong to the Denotified Communities (DNC).
2.Course Enrollment: Students should be pursuing professional courses such as Engineering, Medicine, Agriculture, Veterinary, or Law in private colleges.
3.Admission Criteria: Candidates must have secured admission under the government quota through the single-window counseling system. 
4.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to DNC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: Allotment order or admission letter obtained through the single-window counseling system.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.

","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective private college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",DNC,250000,Male,Tamil Nadu,For all TN districts
38,Post Matric Scholarship Scheme in Govt. and Govt. Aided colleges.,The Most Backward Classes (MBC) Post Matric Scholarship Scheme is an initiative by the Government of Tamil Nadu to provide financial assistance to MBC students pursuing post-secondary education in Government and Government-Aided institutions.,"Tuition Fee Reimbursement: Covers tuition fees for eligible students.
Special Fee Coverage: Includes special fees as prescribed by the educational institution.
Examination Fee Coverage: Full reimbursement of examination fees.
Book Allowance: Provision of book money as notified in the scholarship guidelines.
Boarding and Lodging Charges: An annual amount of ₹4,000 (₹400 per month for 10 months) is provided to students residing in hostels attached to educational institutions.","1.Community: Must belong to the Most Backward Classes (MBC).
2.Course Enrollment: Applicable to students pursuing ITI, Diploma, Undergraduate (UG), Postgraduate (PG), Professional, and Ph.D. courses.
3.Parental Annual Income: Should not exceed ₹2,50,000.","1.Community Certificate: Proof of MBC status.
2.Income Certificate: Valid income certificate demonstrating parental income.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer.","1.Obtain Application Form: Collect the scholarship application form from the educational institution or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal and academic details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified.
4.Submission: Submit the completed application form along with the necessary documents to the educational institution's administration or the designated authority.
5.Verification: The submitted applications will be verified by the concerned authorities.
6.Approval and Disbursement: Upon successful verification, the scholarship amount will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",MBC,250000,Male,Tamil Nadu,For all TN districts
39,Post Matric Scholarship Scheme in Govt. and Govt. Aided colleges.,The Most Backward Classes (MBC) Post Matric Scholarship Scheme is an initiative by the Government of Tamil Nadu to provide financial assistance to MBC students pursuing post-secondary education in Government and Government-Aided institutions.,"Tuition Fee Reimbursement: Covers tuition fees for eligible students.
Special Fee Coverage: Includes special fees as prescribed by the educational institution.
Examination Fee Coverage: Full reimbursement of examination fees.
Book Allowance: Provision of book money as notified in the scholarship guidelines.
Boarding and Lodging Charges: An annual amount of ₹4,000 (₹400 per month for 10 months) is provided to students residing in hostels attached to educational institutions.","1.Community: Must belong to the Denotified Communities (DNC).
2.Course Enrollment: Applicable to students pursuing ITI, Diploma, Undergraduate (UG), Postgraduate (PG), Professional, and Ph.D. courses.
3.Parental Annual Income: Should not exceed ₹2,50,000.","1.Community Certificate: Proof of DNC status.
2.Income Certificate: Valid income certificate demonstrating parental income.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer.","1.Obtain Application Form: Collect the scholarship application form from the educational institution or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department.
2.Complete the Form: Fill in the required personal and academic details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified.
4.Submission: Submit the completed application form along with the necessary documents to the educational institution's administration or the designated authority.
5.Verification: The submitted applications will be verified by the concerned authorities.
6.Approval and Disbursement: Upon successful verification, the scholarship amount will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",DNC,250000,Male,Tamil Nadu,For all TN districts
40,Post Matric Scholarship Scheme in Private colleges.,The Most Backward Classes (MBC) Post Matric Scholarship Scheme is an initiative by the Government of Tamil Nadu to provide financial assistance to MBC and Denotified Communities (DNC) students pursuing higher education in private colleges.,"1.Tuition and Special Fee Coverage: Reimbursement of tuition fees and special fees as prescribed by the government. 
2.Examination Fee Coverage: Full reimbursement of examination fees. 
3.Boarding and Lodging Charges: An annual amount of ₹4,000 (₹400 per month for 10 months) is provided to students residing in hostels attached to educational institutions. 
","1.Community: Applicants must belong to the Most Backward Classes (MBC).
2.Course Enrollment: Students should be pursuing ITI, Diploma, Undergraduate (UG), Postgraduate (PG), Professional, or Ph.D. courses in private colleges. 
3.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to MBC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective private college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department. 
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",MBC,250000,Male,Tamil Nadu,For all TN districts
41,Post Matric Scholarship Scheme in Private colleges.,The Most Backward Classes (MBC) Post Matric Scholarship Scheme is an initiative by the Government of Tamil Nadu to provide financial assistance to MBC and Denotified Communities (DNC) students pursuing higher education in private colleges.,"1.Tuition and Special Fee Coverage: Reimbursement of tuition fees and special fees as prescribed by the government. 
2.Examination Fee Coverage: Full reimbursement of examination fees. 
3.Boarding and Lodging Charges: An annual amount of ₹4,000 (₹400 per month for 10 months) is provided to students residing in hostels attached to educational institutions. 
","1.Community: Applicants must belong to the Denotified Communities (DNC).
2.Course Enrollment: Students should be pursuing ITI, Diploma, Undergraduate (UG), Postgraduate (PG), Professional, or Ph.D. courses in private colleges. 
3.Parental Annual Income: The annual income of the student's family should not exceed ₹2,50,000.","1.Community Certificate: Proof of belonging to DNC.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Bank Account Details: For direct benefit transfer of the scholarship amount.","1.Obtain Application Form: Collect the scholarship application form from the administrative office of the respective private college or download it from the official website of the Tamil Nadu Backward Classes, Most Backward Classes, and Minorities Welfare Department. 
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective college within the stipulated deadline.
5.Verification: The college administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount covering the eligible fees will be disbursed directly to the student's bank account through Electronic Clearing Service (ECS).",DNC,250000,Male,Tamil Nadu,For all TN districts
42,Perarignar Anna Memorial Award,"The ""Perarignar Anna Memorial Award"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, recognizes and rewards academic excellence among boys and girls from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) in Tamil Nadu. The award is granted to students achieving the first and second ranks in the 12th Public examination in each district and who continue their education in professional colleges within the state.","Financial Assistance: ₹5,000/- per annum for a duration of 4 to 5 years.","The beneficiary should be a student.
The beneficiary should be a resident of Tamil Nadu.
The beneficiary should belong to the Backward Classes (BC).
The beneficiary should secure the first or second ranks in the 12th Public examination in their concerned district.
The beneficiary should be pursuing their studies in professional colleges in Tamil Nadu.","Proof of identity (Aadhar card or any other document as directed by the authority).
Caste certificate.
Admission letter or proof of enrollment (Government or Government Aided Arts and Science College).
Previous academic records (as required by the college).
Any other documents (if required).","1.The interested applicant should collect the application form from their concerned educational institution.
2.In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required).
3.Submit the duly filled and signed application form along with the documents to the institution.
4.Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).
",BC,0,Both,Tamil Nadu,For all TN districts
43,Perarignar Anna Memorial Award,"The ""Perarignar Anna Memorial Award"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, recognizes and rewards academic excellence among boys and girls from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) in Tamil Nadu. The award is granted to students achieving the first and second ranks in the 12th Public examination in each district and who continue their education in professional colleges within the state.","Financial Assistance: ₹5,000/- per annum for a duration of 4 to 5 years.","The beneficiary should be a student.
The beneficiary should be a resident of Tamil Nadu.
The beneficiary should belong to the Most Backward Classes (MBC).
The beneficiary should secure the first or second ranks in the 12th Public examination in their concerned district.
The beneficiary should be pursuing their studies in professional colleges in Tamil Nadu.","Proof of identity (Aadhar card or any other document as directed by the authority).
Caste certificate.
Admission letter or proof of enrollment (Government or Government Aided Arts and Science College).
Previous academic records (as required by the college).
Any other documents (if required).","1.The interested applicant should collect the application form from their concerned educational institution.
2.In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required).
3.Submit the duly filled and signed application form along with the documents to the institution.
4.Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).
",MBC,0,Both,Tamil Nadu,For all TN districts
44,Perarignar Anna Memorial Award,"The ""Perarignar Anna Memorial Award"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, recognizes and rewards academic excellence among boys and girls from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) in Tamil Nadu. The award is granted to students achieving the first and second ranks in the 12th Public examination in each district and who continue their education in professional colleges within the state.","Financial Assistance: ₹5,000/- per annum for a duration of 4 to 5 years.","The beneficiary should be a student.
The beneficiary should be a resident of Tamil Nadu.
The beneficiary should belong to the Denotified Communities (DNC).
The beneficiary should secure the first or second ranks in the 12th Public examination in their concerned district.
The beneficiary should be pursuing their studies in professional colleges in Tamil Nadu.","Proof of identity (Aadhar card or any other document as directed by the authority).
Caste certificate.
Admission letter or proof of enrollment (Government or Government Aided Arts and Science College).
Previous academic records (as required by the college).
Any other documents (if required).","1.The interested applicant should collect the application form from their concerned educational institution.
2.In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required).
3.Submit the duly filled and signed application form along with the documents to the institution.
4.Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).
",DNC,0,Both,Tamil Nadu,For all TN districts
45,Readers Allowance to Visually Impaired Persons,"'Readers Allowance to Visually Impaired Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide readers allowance to visually impaired students, specific allowance rates based on the education level ranging from secondary school to postgraduate and professional courses. ","Reader's allowance is being paid at the following rate:
9th To 10th Standard - ₹3,000/- (per annum).
Degree Courses - ₹5,000/- (per annum).
Post Graduate and Professional Courses - ₹6,000/- (per annum). 
","The applicant should be a visually impaired student.
The applicant enrolled in 9th standard or above in a recognized/bonafide institution. ","Reader Certificate (issued from the head of the institution).
National Identity Card of the Differently Abled.
Statement of Marks (previous qualifying examination).","1.The interested applicant should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications.
2.In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required).
3.Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer.
4.Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).
",DAP,0,Both,Tamil Nadu,For all TN districts
46,Free Education-Concessions to the Post Graduate Students.,The Government of Tamil Nadu extends educational concessions to Scheduled Caste Converts to Christianity (SCC) students pursuing postgraduate studies. These initiatives aim to reduce financial barriers and promote higher education among SCC communities.,"Special Fees and Examination Fees Waiver for Postgraduate Girl Students: SCC girl students enrolled in postgraduate courses at Government or Government-aided Arts and Science Colleges are exempted from paying special fees and examination fees. 
Higher Education Special Scholarship: SCC students pursuing postgraduate or professional courses and residing in paid institutional hostels are eligible for a special scholarship of ₹8,000 per annum.","1.Community: Applicants must belong to the Scheduled Caste Converts to Christianity (SCC) community.
2.Course Level: Applicable to students pursuing postgraduate courses in recognized Government or Government-aided Arts and Science Colleges.
3.Parental Annual Income: For the Higher Education Special Scholarship, the annual income of the parent or guardian should not exceed ₹2.50 lakh. For fee waivers, there is no income limit.","1.Community Certificate: Proof of SCC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria, if applicable.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the benefits will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",SCC,250000,Male,Tamil Nadu,For all TN districts
47,Free Education-Concessions to the Under Graduate Students.,The Government of Tamil Nadu offers a Free Education Scheme to support Scheduled Caste Converted to Christianity (SCC) students pursuing undergraduate courses. This initiative aims to alleviate financial barriers and promote higher education among SCC communities.,"Full Waiver of Tuition and Special Fees: Eligible SCC students are exempted from paying tuition and special fees in government and government-aided institutions.
Examination Fee Waiver: All examination fees are fully waived for students enrolled in the aforementioned courses.","1.Community: Applicants must belong to the Scheduled Caste Converted to Christianity (SCC) community.
2.Course Level: Applicable to students pursuing three-year undergraduate degree courses (B.A., B.Sc., B.Com.) in recognized institutions.
3.Parental Annual Income: There is no income limit for availing free education up to the 12th standard. For higher education, income limits may apply as per specific schemes.","1.Community Certificate: Proof of SCC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria, if applicable.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the benefits will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",SCC,0,Both,Tamil Nadu,For all TN districts
48,Government-Tuition Fee Concession,"The Government of Tamil Nadu offers a Tuition Fee Concession for students belonging to the Scheduled Caste Converted to Christianity (SCC) community, aiming to promote higher education by reducing financial barriers.",Tuition Fee Waiver: Eligible SCC students are exempted from paying tuition fees in Government and Government-Aided institutions.,"1.Community: Applicants must belong to the Scheduled Caste Converted to Christianity (SCC) community.
2.Parental Annual Income: The annual income of the student's parents or guardians should not exceed ₹2,50,000.","1.Community Certificate: Proof of SCC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Admission Proof: College admission letter or current enrollment certificate.
6.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.","1.Obtain Application Form: Collect the tuition fee concession application form from the administrative office of the respective institution.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and process the tuition fee exemption accordingly",SCC,250000,Male,Tamil Nadu,For all TN districts
49,Higher Education Special Scholarship,"The Scheduled Caste Converted (SCC) Higher Education Special Scholarship is a financial aid initiative by the Tamil Nadu government to support students from Scheduled Caste Converted communities pursuing higher education.This scholarship aims to provide financial assistance to SCC students residing in institutional hostels while pursuing undergraduate, postgraduate, and professional courses.","Undergraduate and Polytechnic Courses: ₹7,500 per annum.
Postgraduate Courses: ₹8,000 per annum.","Community: Scheduled Caste Converted (SCC) students.
Residency: Must be residing in institutional hostels.
Course Enrollment: Pursuing graduate, postgraduate, or professional courses.
Parental Annual Income Limit: ₹2,00,000.","1.Completed scholarship application form.
2.Community certificate (proof of SCC status).
3.Parental income certificate (indicating annual income).
4.Proof of admission or enrollment in the respective course.
5.Hostel residency certificate.
6.Previous academic mark sheets and certificates.
7.Bank account details of the student (for direct benefit transfer).","1.Obtain Application Form: Collect the scholarship application form from the District Adi Dravidar Welfare Office or download it from the official website.
2.Fill Out the Form: Provide accurate personal, academic, and financial details.
3.Attach Documents: Enclose all required documents as specified.
4.Submit the Application: Submit the completed application form along with the necessary documents to the District Adi Dravidar Welfare Office or the designated institutional authority.
5.Verification: The authorities will verify the submitted documents and details.
6.Approval and Disbursement: Upon successful verification, the scholarship amount will be disbursed directly to the student's bank account.",SCC,200000,Male,Tamil Nadu,for all TN districts
50,Free Education-Concessions to the Post Graduate Students.,The Government of Tamil Nadu provides educational concessions to promote higher education among Scheduled Caste (SC) students pursuing postgraduate courses. These initiatives aim to reduce financial barriers and encourage academic advancement within the SC community.,Exemption from Special and Examination Fees: SC students enrolled in postgraduate courses are exempted from paying special fees and examination fees.,"1.Community: Applicants must belong to the Scheduled Castes (SC) community.
2.Course Level: Applicable to students pursuing postgraduate courses in government and government-aided arts and science colleges.
3.Income Limit: There is no income limit to avail of this benefit. ","1.Community Certificate: Proof of SC status issued by a competent authority.
2.Academic Records: Mark sheets and certificates from prior educational qualifications.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the fee concession application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and process the fee exemption accordingly.",SC,0,Male,Tamil Nadu,For all TN districts
51,Free Education-Concessions to the Under Graduate Students,The Government of Tamil Nadu offers various educational concessions to promote higher education among Scheduled Caste (SC) students pursuing undergraduate courses. These initiatives aim to alleviate financial barriers and encourage academic advancement within the SC community.,"1.Full Waiver of Tuition and Special Fees: Eligible SC students are exempted from paying tuition and special fees in government and government-aided institutions. 
2.Examination Fee Waiver: All examination fees are fully waived for students enrolled in the aforementioned courses.","1.Community: Applicants must belong to the Scheduled Castes (SC) community.
2.Course Level: Applicable to students pursuing undergraduate courses in recognized institutions.
3.Parental Annual Income: There is no income limit for availing free education up to the 12th standard. For higher education, income limits may apply as per specific schemes.","1.Community Certificate: Proof of SC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria, if applicable.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the benefits will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",SC,0,Both,Tamil Nadu,For all TN districts
